Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2014-06-10;54,018;54,111;53,461;54,111;1.236;66.498
2014-06-09;53,401;53,401;53,377;53,377;228;12.175
2014-06-06;53,30;53,589;53,001;53,589;2.145;114.222
2014-06-05;53,795;53,811;53,185;53,185;2.288;122.518
2014-06-04;54,049;54,049;53,821;53,994;420;22.628
2014-06-03;54,414;54,414;53,686;54,00;790;42.676
2014-06-02;53,001;53,60;53,001;53,60;1.250;66.425
2014-05-30;52,656;53,128;52,656;52,74;914;48.303
2014-05-29;52,582;53,416;52,582;53,416;130;6.861
2014-05-28;53,207;53,211;52,554;52,961;1.108;58.522
2014-05-27;52,52;52,766;52,141;52,766;2.229;117.146
2014-05-26;53,60;53,60;51,50;52,30;3.231;169.917
2014-05-23;53,066;53,70;52,60;53,70;1.455;76.926
2014-05-22;53,601;53,923;53,078;53,61;2.182;117.145
2014-05-21;53,00;54,923;53,00;54,837;3.334;180.372
2014-05-20;52,65;53,213;51,898;52,898;4.456;235.045
2014-05-19;63,501;64,20;50,80;52,50;14.782;815.008
2014-05-16;58,048;59,00;58,00;58,90;3.972;232.531
2014-05-15;57,344;57,999;57,344;57,999;392;22.599
2014-05-14;57,202;57,297;57,001;57,297;1.022;58.362
2014-05-13;57,498;57,999;56,969;57,22;1.515;86.981
2014-05-12;55,70;56,95;55,70;56,813;812;45.948
2014-05-09;57,542;57,542;54,50;55,50;1.920;106.504
2014-05-08;56,50;57,60;56,50;56,648;1.889;107.967
2014-05-07;56,999;56,999;56,229;56,229;781;44.181
2014-05-06;57,263;58,00;56,651;56,828;1.313;75.205
2014-05-05;58,45;58,50;56,52;57,50;2.946;169.410
2014-05-02;58,00;60,50;58,00;58,575;11.029;649.859
2014-04-30;56,246;57,347;56,065;57,347;2.635;148.450
2014-04-29;55,60;56,831;55,60;55,839;4.710;265.359
2014-04-28;51,50;58,259;51,50;55,70;8.504;478.342
2014-04-25;50,05;50,45;49,142;49,253;1.322;65.727
2014-04-24;49,52;51,65;49,52;50,895;1.303;65.823
2014-04-23;48,36;49,39;48,106;49,39;2.599;127.458
2014-04-22;50,00;50,00;47,921;48,35;2.867;139.841
2014-04-17;46,373;46,373;46,373;46,373;30;1.391
2014-04-16;45,649;45,65;45,53;45,621;705;32.156
2014-04-15;45,226;45,226;44,833;45,031;1.231;55.320
2014-04-14;45,246;45,512;45,165;45,512;425;19.213
2014-04-11;45,348;45,594;45,29;45,33;252;11.452
2014-04-10;46,519;46,519;46,519;46,519;120;5.582
2014-04-09;46,076;46,40;45,983;45,983;290;13.381
2014-04-08;46,559;46,559;46,239;46,258;405;18.827
2014-04-07;47,474;47,474;46,474;46,474;350;16.445
2014-04-04;47,15;47,15;47,15;47,15;500;23.575
2014-04-03;47,686;47,686;47,686;47,686;40;1.907
2014-04-02;47,87;48,003;47,87;48,003;368;17.632
2014-04-01;47,414;47,645;47,026;47,627;1.145;54.125
2014-03-31;47,36;47,543;47,156;47,366;220;10.417
2014-03-28;47,503;47,503;47,503;47,503;349;16.579
2014-03-27;47,314;47,589;47,25;47,589;219;10.370
2014-03-26;47,349;47,349;47,211;47,31;325;15.359
2014-03-25;46,459;46,972;46,447;46,447;333;15.583
2014-03-24;46,88;46,88;46,234;46,351;690;32.052
2014-03-20;47,012;47,083;47,005;47,005;847;39.839
2014-03-19;47,667;47,728;47,42;47,42;211;10.061
2014-03-17;47,219;47,54;46,852;47,54;1.566;73.914
2014-03-14;47,285;47,285;46,534;46,902;1.271;59.817
2014-03-13;47,913;47,937;47,77;47,937;425;20.329
2014-03-12;47,803;48,117;47,754;48,117;471;22.571
2014-03-11;47,978;48,50;47,966;48,336;579;27.834
2014-03-10;48,424;48,424;47,721;47,721;1.046;50.272
2014-03-07;48,507;48,507;48,163;48,214;273;13.194
2014-03-06;49,529;49,529;48,592;48,592;263;12.976
2014-03-05;49,405;49,451;49,349;49,451;451;22.275
2014-03-04;48,452;49,53;48,452;49,53;653;32.002
2014-03-03;49,025;49,025;47,968;48,355;1.134;54.927
2014-02-28;49,42;49,761;49,355;49,761;1.487;73.536
2014-02-27;49,90;50,232;49,484;50,232;483;24.127
2014-02-26;49,764;49,764;49,521;49,521;280;13.921
2014-02-25;49,558;49,85;49,558;49,85;236;11.729
2014-02-24;48,091;49,784;48,091;49,784;542;26.359
2014-02-21;48,447;48,966;48,10;48,10;862;42.016
2014-02-20;48,071;48,649;47,612;48,539;3.157;151.004
2014-02-19;48,112;48,663;48,103;48,119;352;17.013
2014-02-18;49,899;49,899;49,356;49,418;418;20.729
2014-02-17;49,168;49,90;49,168;49,90;1.690;83.706
2014-02-14;49,51;49,57;49,172;49,172;810;40.065
2014-02-13;48,572;49,20;48,35;49,189;1.440;70.169
2014-02-12;48,145;49,077;48,145;49,077;552;26.759
2014-02-11;47,472;47,746;47,472;47,686;520;24.722
2014-02-10;46,72;46,90;46,72;46,90;825;38.611
2014-02-07;46,437;46,52;46,25;46,339;1.050;48.664
2014-02-06;46,039;46,039;45,015;46,025;2.002;91.466
2014-02-05;46,627;46,627;46,627;46,627;50;2.331
2014-02-04;46,304;46,70;46,304;46,70;1.754;81.822
2014-02-03;47,00;47,00;46,756;46,756;110;5.163
2014-01-31;46,995;46,995;46,603;46,874;273;12.790
2014-01-30;46,844;47,417;46,684;47,417;131;6.155
2014-01-29;47,008;47,019;46,221;46,553;2.690;125.774
2014-01-28;46,869;46,869;46,539;46,735;735;34.368
2014-01-27;46,982;47,201;46,53;46,606;1.399;65.519
2014-01-24;48,491;48,491;46,55;46,55;1.602;75.799
2014-01-23;48,20;48,215;47,715;47,804;1.259;60.436
2014-01-22;48,20;48,20;48,00;48,018;917;44.103
2014-01-21;47,811;48,21;47,811;47,98;1.130;54.352
2014-01-20;47,378;47,779;46,879;47,779;1.292;61.388
2014-01-17;46,725;47,389;46,725;46,899;303;14.248
2014-01-16;46,085;46,673;46,085;46,505;716;33.352
2014-01-15;46,102;46,43;45,90;46,131;493;22.717
2014-01-14;45,10;45,574;44,90;45,568;1.207;54.429
2014-01-13;44,501;44,65;43,95;44,253;1.915;84.713
2014-01-10;43,715;44,342;43,622;44,335;1.902;83.476
2014-01-09;43,393;43,684;43,393;43,676;1.250;54.463
2014-01-08;42,927;43,135;42,778;43,036;158;6.797
2014-01-07;43,263;43,263;42,93;42,93;365;15.723
2014-01-06;43,433;43,525;43,085;43,085;1.093;47.463
2014-01-03;43,067;43,73;43,067;43,73;930;40.238
2014-01-02;43,369;43,539;42,93;43,068;2.492;107.648
2013-12-30;43,556;43,575;43,338;43,338;590;25.649
2013-12-27;43,00;43,30;43,00;43,089;1.494;64.309
2013-12-23;42,561;43,123;42,561;43,102;824;35.407
2013-12-20;43,066;43,147;42,874;43,037;675;29.039
2013-12-19;43,148;43,583;43,072;43,443;1.573;67.930
2013-12-18;42,33;42,677;42,278;42,50;1.126;47.815
2013-12-17;41,997;42,23;41,72;42,082;988;41.476
2013-12-16;41,567;41,77;41,567;41,77;331;13.816
2013-12-13;41,426;42,141;41,426;42,054;3.132;131.448
2013-12-12;40,76;41,095;40,595;41,095;972;39.655
2013-12-11;41,369;41,55;41,301;41,55;461;19.108
2013-12-10;41,627;41,627;41,507;41,507;525;21.796
2013-12-09;41,843;41,843;41,50;41,786;953;39.610
2013-12-06;41,48;41,50;41,382;41,50;1.812;75.177
2013-12-05;41,977;42,025;41,547;41,699;2.064;86.162
2013-12-04;42,001;42,349;42,001;42,046;1.440;60.644
2013-12-03;42,392;42,718;41,70;41,70;2.156;91.356
2013-12-02;42,303;42,541;42,303;42,541;1.055;44.728
2013-11-29;41,90;42,18;41,90;42,082;1.140;47.830
2013-11-28;41,25;41,677;41,25;41,46;450;18.677
2013-11-27;41,101;41,101;40,949;40,949;195;8.002
2013-11-26;41,346;41,346;40,934;40,934;50;2.060
2013-11-25;41,101;41,428;40,88;41,35;1.975;81.068
2013-11-22;41,405;41,605;41,299;41,605;9.880;409.673
2013-11-21;40,805;41,229;40,62;41,229;586;23.962
2013-11-20;39,356;39,905;39,338;39,905;2.140;84.670
2013-11-19;39,506;39,545;39,342;39,342;450;17.774
2013-11-18;39,42;39,867;39,42;39,851;1.095;43.358
2013-11-15;39,551;39,767;39,404;39,767;1.380;54.673
2013-11-14;39,125;39,47;39,125;39,167;210;8.238
2013-11-13;38,845;38,969;38,766;38,969;404;15.701
2013-11-12;39,281;39,281;38,97;38,97;600;23.474
2013-11-11;39,547;39,577;39,312;39,312;1.168;4.066
2013-11-08;39,25;39,457;39,06;39,457;2.850;111.672
2013-11-07;39,203;39,71;39,203;39,45;357;14.104
2013-11-06;39,164;39,437;39,164;39,251;260;10.226
2013-11-05;39,011;39,351;38,947;39,195;1.223;47.785
2013-11-04;38,943;39,199;38,943;39,024;250;9.754
2013-11-01;38,982;39,099;38,98;39,094;381;14.866
2013-10-31;39,00;39,00;38,002;38,788;1.568;60.146
2013-10-30;39,027;39,027;39,027;39,027;100;3.903
2013-10-29;39,03;39,03;38,625;38,625;257;9.965
2013-10-28;38,07;38,609;38,07;38,609;1.161;44.797
2013-10-25;38,254;38,339;38,218;38,339;107;4.091
2013-10-24;37,936;38,171;37,935;38,171;845;32.088
2013-10-23;37,582;37,986;37,582;37,729;1.142;43.089
2013-10-22;37,719;37,916;37,515;37,916;1.348;50.827
2013-10-21;37,01;37,70;37,01;37,294;810;30.176
2013-10-18;37,539;37,549;37,539;37,549;160;6.007
2013-10-16;37,817;37,817;37,20;37,463;949;35.392
2013-10-15;37,827;38,05;37,75;37,828;795;30.072
2013-10-14;37,178;37,626;37,178;37,619;704;26.425
2013-10-11;37,327;37,327;37,327;37,327;27;1.008
2013-10-10;36,916;37,16;36,827;37,16;571;21.152
2013-10-09;37,00;37,005;36,558;36,574;511;18.869
2013-10-08;37,419;37,593;37,37;37,593;780;29.228
2013-10-07;37,65;37,65;37,59;37,59;155;5.832
2013-10-04;37,90;38,188;37,79;38,029;773;29.306
2013-10-02;37,923;37,923;37,923;37,923;55;2.086
2013-10-01;38,322;38,638;38,322;38,638;332;12.751
2013-09-30;38,264;38,592;38,264;38,592;586;22.589
2013-09-27;39,00;39,00;38,192;38,514;992;38.620
2013-09-26;38,231;39,00;38,231;39,00;1.791;69.459
2013-09-24;38,106;38,371;38,106;38,186;334;12.751
2013-09-23;38,812;38,812;38,252;38,252;413;15.837
2013-09-20;38,731;38,731;38,731;38,731;51;1.975
2013-09-19;38,798;38,798;38,267;38,267;1.345;51.627
2013-09-18;38,464;38,503;38,426;38,426;410;15.773
2013-09-17;38,345;38,558;38,345;38,558;159;6.119
2013-09-16;38,20;38,835;38,20;38,835;1.169;44.831
2013-09-13;38,00;38,10;37,868;37,974;1.067;40.509
2013-09-12;37,86;38,001;37,86;38,001;162;6.142
2013-09-11;37,278;37,569;37,278;37,436;455;17.004
2013-09-10;37,316;37,582;36,849;37,564;613;22.752
2013-09-09;37,343;37,343;37,00;37,00;458;17.009
2013-09-06;37,276;37,276;37,00;37,031;845;31.366
2013-09-04;37,57;37,57;36,956;37,506;652;24.334
2013-09-02;37,734;37,827;37,614;37,794;1.035;39.041
2013-08-30;37,58;37,58;37,50;37,50;200;7.512
2013-08-29;37,572;37,572;37,572;37,572;292;10.971
2013-08-28;37,577;37,648;37,577;37,648;319;11.999
2013-08-27;38,266;38,266;37,553;37,553;2.417;91.647
2013-08-26;38,149;38,491;38,149;38,49;799;30.632
2013-08-23;37,92;37,978;37,77;37,77;1.143;43.224
2013-08-22;37,62;37,911;37,62;37,911;200;7.550
2013-08-21;37,56;37,56;37,294;37,294;180;6.748
2013-08-20;37,234;37,353;37,234;37,255;591;22.030
2013-08-19;37,667;37,71;37,383;37,71;320;12.017
2013-08-16;37,50;37,502;37,20;37,502;335;12.533
2013-08-15;37,205;37,205;37,205;37,205;270;10.045
2013-08-14;38,219;38,244;38,219;38,244;202;7.722
2013-08-13;38,40;38,717;38,40;38,717;140;5.389
2013-08-12;38,10;38,10;38,061;38,10;600;22.850
2013-08-09;37,454;37,633;37,221;37,633;935;35.043
2013-08-08;37,52;37,52;37,278;37,278;1.226;45.879
2013-08-07;37,996;37,996;37,665;37,665;1.620;61.421
2013-08-06;38,144;38,15;37,707;37,707;706;26.763
2013-08-05;38,408;38,759;38,311;38,311;1.098;42.274
2013-08-02;38,562;38,648;38,205;38,205;425;16.331
2013-08-01;38,477;38,477;37,938;38,248;354;13.507
2013-07-31;37,903;38,456;37,903;38,456;660;25.139
2013-07-30;38,292;38,292;37,802;38,175;720;27.477
2013-07-29;37,942;37,942;37,942;37,942;20;759
2013-07-26;38,061;38,061;37,80;37,80;275;10.460
2013-07-25;38,17;38,17;37,851;37,984;520;19.732
2013-07-24;38,786;38,817;38,661;38,817;739;28.660
2013-07-23;38,296;38,296;38,265;38,265;603;23.076
2013-07-22;38,213;38,36;38,089;38,089;382;14.580
2013-07-19;38,203;38,203;37,865;38,179;946;35.992
2013-07-18;38,16;38,596;38,064;38,596;1.238;47.352
2013-07-16;37,75;37,75;37,75;37,75;30;1.133
2013-07-15;37,778;37,867;37,778;37,867;485;18.353
2013-07-12;37,945;38,183;37,945;38,03;412;15.670
2013-07-11;38,214;38,214;38,00;38,122;1.310;49.842
2013-07-10;38,178;38,364;37,769;37,769;300;11.425
2013-07-09;37,95;38,459;37,822;38,459;137;5.220
2013-07-08;37,56;37,56;37,56;37,56;66;2.479
2013-07-05;37,705;37,843;37,705;37,826;258;9.744
2013-07-04;37,146;38,03;37,146;38,03;988;36.981
2013-07-03;37,012;37,012;36,928;36,928;78;2.882
2013-07-02;37,056;37,056;37,056;37,056;218;8.078
2013-07-01;36,924;37,05;36,725;36,969;642;23.686
2013-06-28;36,941;36,941;36,552;36,586;685;25.126
2013-06-27;37,236;37,292;37,236;37,292;370;13.786
2013-06-26;36,60;37,01;36,60;37,01;1.291;47.622
2013-06-25;36,073;36,246;36,073;36,246;400;14.447
2013-06-24;36,322;36,322;35,616;35,822;2.723;97.833
2013-06-21;36,60;36,95;36,60;36,795;1.415;52.194
2013-06-20;37,582;37,589;36,288;36,288;1.501;55.491
2013-06-19;38,129;38,129;38,025;38,119;475;18.090
2013-06-18;38,237;38,265;38,237;38,265;195;7.460
2013-06-13;37,84;37,84;37,792;37,792;673;25.452
2013-06-12;38,906;38,906;38,906;38,906;100;3.891
2013-06-11;38,782;38,782;38,32;38,599;748;28.837
2013-06-10;39,248;39,259;39,172;39,172;675;26.478
2013-06-07;38,373;38,764;38,346;38,764;976;37.701
2013-06-06;38,517;38,517;38,406;38,50;340;13.079
2013-06-05;39,037;39,123;38,522;38,60;3.240;125.241
2013-06-03;39,484;39,535;39,01;39,01;517;20.312
2013-05-31;39,74;39,785;39,592;39,592;660;26.212
2013-05-30;40,35;40,35;39,992;39,992;143;5.741
2013-05-29;40,246;40,352;40,246;40,352;300;12.082
2013-05-28;40,70;41,365;40,70;41,365;673;27.606
2013-05-27;40,245;40,245;40,245;40,245;128;5.151
2013-05-24;39,865;39,865;39,865;39,865;80;3.189
2013-05-23;40,356;40,356;39,901;40,339;1.300;52.212
2013-05-22;39,90;41,01;39,90;41,01;1.610;64.497
2013-05-21;39,591;39,68;39,591;39,68;312;12.356
2013-05-20;40,10;40,428;40,00;40,428;1.419;56.926
2013-05-17;40,041;40,275;40,041;40,167;440;17.662
2013-05-16;40,23;40,35;40,011;40,35;1.604;64.458
2013-05-15;39,72;40,10;39,72;40,10;1.015;40.574
2013-05-14;39,531;39,536;39,297;39,478;1.305;51.510
2013-05-13;39,474;39,474;39,275;39,275;619;24.410
2013-05-10;39,42;39,815;39,42;39,815;731;28.920
2013-05-09;39,513;39,513;39,319;39,319;836;32.946
2013-05-08;39,323;39,38;39,226;39,38;804;31.594
2013-05-07;39,40;39,409;39,248;39,409;460;18.114
2013-05-06;40,046;40,136;39,724;39,768;843;33.621
2013-05-03;39,312;39,796;39,312;39,796;285;11.247
2013-05-02;39,131;39,713;39,10;39,568;1.404;55.290
2013-04-30;40,142;40,142;39,405;39,405;854;34.167
2013-04-29;39,569;39,799;39,329;39,799;2.559;100.970
2013-04-26;39,122;39,547;39,122;39,508;698;27.569
2013-04-25;39,554;39,554;39,40;39,40;258;10.185
2013-04-24;39,701;39,73;39,701;39,73;628;24.942
2013-04-23;39,302;39,601;39,302;39,601;1.617;63.623
2013-04-22;39,431;39,703;39,00;39,364;3.370;131.683
2013-04-19;39,249;39,416;38,929;38,929;1.093;42.903
2013-04-18;38,916;39,258;38,916;39,254;863;33.748
2013-04-17;38,553;38,572;38,553;38,572;949;36.591
2013-04-15;38,657;39,328;38,657;39,091;302;11.789
2013-04-12;38,941;38,971;38,911;38,934;1.540;59.966
2013-04-11;38,871;39,029;38,858;38,858;128;4.975
2013-04-10;38,811;38,998;38,811;38,961;1.062;41.304
2013-04-09;38,939;39,056;38,735;39,056;1.280;49.748
2013-04-08;39,05;39,05;38,75;38,75;2.445;95.129
2013-04-05;38,956;38,956;38,564;38,655;784;30.393
2013-04-04;38,727;38,865;38,593;38,593;1.370;53.052
2013-04-03;39,196;39,40;38,86;38,86;2.350;92.457
2013-04-02;39,00;39,667;38,746;39,185;1.832;72.089
2013-03-28;38,358;39,077;38,358;39,077;1.745;67.732
2013-03-27;38,319;38,612;38,319;38,612;1.280;49.131
2013-03-26;38,358;38,633;38,298;38,626;1.723;66.193
2013-03-25;37,804;38,455;37,804;38,15;2.518;96.197
2013-03-22;37,214;38,264;37,214;38,078;2.512;95.135
2013-03-21;35,94;36,90;35,94;36,624;1.495;54.656
2013-03-20;36,218;36,218;35,80;35,88;858;30.793
2013-03-19;35,714;36,089;35,686;36,089;383;13.723
2013-03-18;35,294;35,75;35,293;35,293;1.540;54.827
2013-03-15;35,834;35,942;35,519;35,785;405;14.495
2013-03-14;35,541;35,815;35,345;35,799;914;32.459
2013-03-13;35,151;35,419;35,151;35,419;470;16.628
2013-03-12;34,933;34,933;34,90;34,90;800;27.931
2013-03-11;34,942;34,942;34,65;34,662;731;25.415
2013-03-08;35,053;35,10;34,60;34,60;993;34.649
2013-03-07;35,099;35,236;34,915;35,00;1.822;63.888
2013-03-06;35,291;35,367;35,215;35,259;1.365;48.142
2013-03-05;35,244;35,561;35,239;35,239;707;25.072
2013-03-04;34,50;35,068;34,50;35,068;1.211;42.295
2013-03-01;34,95;35,089;34,50;34,50;1.367;47.806
2013-02-28;34,709;35,174;34,709;35,174;890;30.983
2013-02-27;33,886;34,537;33,886;34,537;190;6.517
2013-02-26;34,294;34,448;34,294;34,448;677;23.246
2013-02-25;34,063;34,932;33,859;34,932;1.718;58.526
2013-02-22;33,932;34,082;33,932;34,082;600;20.389
2013-02-21;33,722;34,097;33,719;34,097;700;23.624
2013-02-20;34,124;34,124;34,075;34,076;1.687;57.489
2013-02-19;34,00;34,093;33,769;33,957;2.140;72.454
2013-02-18;34,022;34,022;33,648;33,648;595;20.193
2013-02-15;34,18;34,437;34,032;34,437;592;20.259
2013-02-14;34,206;34,53;34,179;34,267;2.712;93.190
2013-02-13;35,00;35,00;34,064;34,609;1.121;38.610
2013-02-12;35,41;35,531;35,41;35,531;531;18.830
2013-02-11;35,849;35,849;35,36;35,36;437;15.556
2013-02-08;35,709;35,712;35,477;35,712;678;24.135
2013-02-07;35,198;35,198;35,186;35,186;300;10.559
2013-02-06;35,773;35,848;35,773;35,848;250;8.947
2013-02-05;35,748;35,883;35,571;35,571;802;28.599
2013-02-04;35,599;35,727;35,368;35,368;1.316;46.718
2013-02-01;36,037;36,037;35,258;35,722;1.071;38.020
2013-01-31;36,038;36,038;34,64;35,942;5.479;193.654
2013-01-30;36,596;36,637;36,596;36,637;479;17.546
2013-01-29;36,623;36,80;36,623;36,80;130;4.763
2013-01-28;37,05;37,069;36,671;37,069;484;17.796
2013-01-24;37,156;37,29;36,89;37,288;4.216;156.830
2013-01-22;36,925;36,925;36,812;36,812;300;11.055
2013-01-21;37,089;37,089;36,774;36,80;780;28.756
2013-01-18;36,679;37,304;36,679;37,304;1.296;48.183
2013-01-17;36,90;36,903;36,65;36,903;900;33.110
2013-01-16;36,74;36,816;36,709;36,816;298;10.953
2013-01-15;36,547;36,68;36,52;36,68;732;26.753
2013-01-14;36,628;36,813;36,628;36,813;505;18.516
2013-01-11;36,776;36,776;36,62;36,62;410;15.046
2013-01-10;36,73;36,732;36,672;36,672;505;18.541
2013-01-09;37,023;37,023;36,85;37,00;2.217;81.952
2013-01-08;36,888;36,888;36,403;36,665;926;33.994
2013-01-07;37,245;37,245;36,753;37,096;2.065;76.663
2013-01-04;37,111;37,111;37,111;37,111;100;3.711
2013-01-03;37,051;37,175;36,864;37,085;1.448;53.580
2013-01-02;36,00;36,843;36,00;36,652;1.101;40.253
2012-12-28;36,005;36,005;36,005;36,005;33;1.188
2012-12-27;35,70;36,026;35,70;35,904;3.152;113.073
2012-12-21;35,909;36,40;35,909;36,40;546;19.792
2012-12-20;36,05;36,438;36,00;36,438;618;22.269
2012-12-19;36,357;36,525;36,357;36,525;200;7.288
2012-12-18;36,346;36,623;36,346;36,45;258;9.397
2012-12-17;36,207;36,37;36,05;36,05;1.799;65.046
2012-12-14;36,398;36,398;35,821;35,923;1.312;47.280
2012-12-12;37,768;38,101;37,712;37,728;768;29.056
2012-12-11;37,833;37,833;37,50;37,507;2.216;83.369
2012-12-10;37,604;37,86;37,413;37,86;853;32.044
2012-12-07;37,291;37,415;37,19;37,415;1.000;37.223
2012-12-06;36,99;37,20;36,99;37,20;1.027;38.098
2012-12-04;36,839;36,989;36,749;36,989;388;14.284
2012-12-03;36,809;36,985;36,733;36,978;303;11.169
2012-11-30;36,65;36,65;36,65;36,65;230;8.430
2012-11-29;36,51;36,75;36,419;36,75;905;33.017
2012-11-28;36,238;36,405;36,032;36,405;1.058;38.324
2012-11-27;35,961;35,991;35,961;35,991;110;3.958
2012-11-26;35,574;36,022;35,574;35,90;450;16.136
2012-11-23;35,434;35,793;35,434;35,447;256;9.108
2012-11-22;35,657;35,657;35,41;35,41;128;4.534
2012-11-21;35,46;35,46;35,288;35,288;560;19.828
2012-11-20;35,416;35,416;35,395;35,395;78;2.761
2012-11-19;35,142;35,142;35,142;35,142;69;2.425
2012-11-16;35,111;35,324;34,748;34,748;317;11.108
2012-11-15;35,50;35,70;35,316;35,568;3.183;113.454
2012-11-14;35,395;36,20;35,395;36,20;1.167;42.068
2012-11-13;35,624;36,267;35,624;36,087;610;22.044
2012-11-12;36,192;36,192;35,865;35,89;618;22.236
2012-11-09;36,306;36,306;35,748;36,172;321;11.553
2012-11-08;35,818;36,12;35,818;36,12;179;6.432
2012-11-07;36,554;36,821;36,279;36,279;1.067;38.932
2012-11-06;36,288;36,402;36,106;36,274;1.050;38.106
2012-11-05;36,619;36,619;36,319;36,35;1.081;39.337
2012-11-02;36,367;36,451;36,20;36,20;184;6.692
2012-10-31;36,511;36,511;36,155;36,197;1.175;42.763
2012-10-29;36,20;36,253;36,00;36,253;1.030;37.208
2012-10-26;35,96;36,266;35,876;36,266;1.708;61.484
2012-10-25;36,448;36,457;36,418;36,418;401;14.609
2012-10-23;36,10;36,10;35,858;35,858;1.307;47.135
2012-10-22;36,222;36,296;36,10;36,10;359;12.982
2012-10-19;36,492;36,492;36,368;36,40;590;21.484
2012-10-18;36,342;36,616;36,342;36,616;520;18.941
2012-10-17;36,038;36,038;36,038;36,038;150;5.406
2012-10-16;35,795;36,281;35,795;36,271;1.316;47.423
2012-10-15;35,831;35,94;35,787;35,787;347;12.439
2012-10-12;35,344;35,808;35,344;35,808;346;12.350
2012-10-11;35,713;35,713;35,713;35,713;14;500
2012-10-10;35,997;35,997;35,79;35,79;182;6.526
2012-10-09;36,167;36,167;35,86;35,86;1.100;39.477
2012-10-08;36,40;36,40;35,985;36,222;975;35.303
2012-10-05;36,418;36,438;36,155;36,41;789;28.643
2012-10-04;36,331;36,331;36,25;36,25;250;9.075
2012-10-03;36,437;36,437;36,437;36,437;100;3.644
2012-10-02;36,726;36,726;36,33;36,342;533;19.404
2012-10-01;37,262;37,262;36,254;36,647;1.323;48.781
2012-09-28;37,695;37,695;37,067;37,067;1.065;39.594
2012-09-27;37,20;37,636;37,20;37,50;670;25.155
2012-09-26;37,313;37,313;37,229;37,229;120;4.473
2012-09-25;37,175;37,454;37,175;37,348;993;37.072
2012-09-24;37,249;37,266;37,14;37,266;652;24.245
2012-09-21;37,016;37,114;36,866;37,00;780;28.846
2012-09-20;36,885;36,921;36,72;36,921;1.300;47.805
2012-09-19;36,569;36,89;36,40;36,89;1.054;38.388
2012-09-18;35,92;36,525;35,92;36,525;570;20.720
2012-09-17;35,927;35,927;35,831;35,831;50;1.793
2012-09-14;36,10;36,10;35,779;35,779;435;15.612
2012-09-13;36,546;36,584;36,277;36,584;255;9.304
2012-09-12;36,40;36,521;36,40;36,452;275;10.027
2012-09-11;36,542;36,728;36,51;36,70;1.069;39.140
2012-09-10;36,688;36,688;36,196;36,587;575;20.909
2012-09-07;37,189;37,189;36,749;36,749;4.447;164.076
2012-09-06;36,858;37,285;36,847;37,285;269;9.918
2012-09-05;37,398;37,398;37,398;37,398;257;9.611
2012-09-04;36,98;36,98;36,80;36,812;1.279;47.100
2012-09-03;37,062;37,251;37,034;37,229;360;13.356
2012-08-31;37,387;37,498;37,345;37,345;452;16.919
2012-08-30;37,672;37,672;37,55;37,55;280;10.527
2012-08-29;37,362;37,558;37,287;37,558;530;19.815
2012-08-28;37,434;37,53;37,307;37,53;557;20.851
2012-08-27;37,864;37,864;37,70;37,70;260;9.835
2012-08-24;37,319;37,319;37,319;37,319;40;1.493
2012-08-23;37,50;37,661;37,323;37,426;958;35.873
2012-08-22;37,648;37,767;37,603;37,767;1.792;67.581
2012-08-21;37,95;38,227;37,627;37,627;645;24.423
2012-08-20;38,099;38,151;37,983;38,01;546;20.795
2012-08-17;38,499;38,499;38,078;38,078;630;24.115
2012-08-16;38,817;38,859;38,817;38,859;200;7.768
2012-08-15;38,837;38,837;38,837;38,837;24;932
2012-08-14;38,435;38,435;38,263;38,263;250;9.600
2012-08-13;37,968;38,12;37,968;38,12;281;10.696
2012-08-10;38,13;38,30;37,886;38,30;533;20.270
2012-08-09;38,30;38,30;38,049;38,274;350;13.392
2012-08-08;38,129;38,129;38,129;38,129;150;5.719
2012-08-07;38,679;38,78;38,605;38,78;600;23.203
2012-08-06;38,861;39,00;38,77;38,898;692;26.927
2012-08-03;38,749;39,038;38,749;39,038;865;33.627
2012-08-02;38,573;38,662;38,573;38,662;37;1.429
2012-08-01;38,381;38,381;38,381;38,381;100;3.838
2012-07-31;38,517;38,517;38,44;38,44;130;4.999
2012-07-30;38,00;38,296;38,00;38,20;1.970;75.206
2012-07-27;37,544;37,544;37,544;37,544;2;75
2012-07-26;37,05;37,45;36,447;37,34;685;25.504
2012-07-25;37,799;37,799;37,043;37,312;1.069;39.854
2012-07-24;38,036;38,036;37,675;37,858;188;7.132
2012-07-23;38,195;38,195;37,724;37,724;790;29.979
2012-07-20;38,496;38,50;38,316;38,50;615;23.598
2012-07-19;38,00;38,587;38,00;38,416;1.425;54.435
2012-07-18;37,845;38,163;37,727;38,163;755;28.569
2012-07-17;37,569;37,889;37,50;37,889;2.135;80.211
2012-07-16;37,407;37,593;37,32;37,387;1.043;39.047
2012-07-13;36,895;37,295;36,895;37,295;616;22.831
2012-07-12;36,90;37,118;36,759;36,759;990;36.502
2012-07-11;37,212;37,316;37,179;37,316;1.180;43.913
2012-07-10;36,631;36,885;36,631;36,784;700;25.765
2012-07-09;36,55;36,75;36,55;36,75;365;13.364
2012-07-06;36,897;36,897;36,629;36,629;175;6.417
2012-07-05;36,751;36,84;36,623;36,84;419;15.387
2012-07-04;36,46;36,46;36,381;36,381;282;10.266
